source,date,author,text,topic
newsapi,2025-05-19T19:30:00Z,Slashdot.org,"European 'Green' Investments Hold Billions in Fossil Fuel Majors An anonymous reader shares a report: European ""green"" funds holding more than $33 billion of investments in major oil and gas companies have been revealed by an investigation, despite fossil fuels being the root cause of the climate crisis. Some of these inve…",green energy
newsapi,2025-05-16T07:00:11Z,The Next Web,Exclusive: Swiss startup picks Rotterdam for green aviation fuel plant Swiss tech startup Metafuels has unveiled plans to open its first commercial-scale sustainable aviation fuel (SAF) plant in the Port of Rotterdam.  Metafuels’ CEO Saurabh Kapoor told TNW that Turbe represents a “major step forward” toward ramping up SAF produ…,green energy
newsapi,2025-05-29T12:00:00Z,CNET,"I Hesitated at This Thermostat's Price Tag, but It's Paying for Itself by Cutting My Energy Bills. Here's My Experience Nest's 4th-gen learning thermostat is flashy and spendy, but its energy-saving capabilities make it all worthwhile.",green energy
newsapi,2025-05-22T10:00:09Z,CNET,"How LG's 4-Stack OLED Tech Makes TVs Brighter, Better Than Ever Two new technologies, stacked panels and phosphorescent blues, could further improve OLED's already best-in-class picture quality.",green energy
newsapi,2025-06-15T10:00:00Z,NPR,"Could this city be the model for how to tackle the housing crisis and climate change? Vienna has a way to make affordable housing and combat climate change all at the same time. Now U.S. cities want in, and they're building their own green housing.",green energy
newsapi,2025-05-20T11:19:55Z,Business Insider,"3 easy, high-protein air fryer recipes by a best-selling food writer, which prove they're not just for frozen food Nathan Anthony uses his air fryer to cut down on his energy bills while also making tasty, quick, healthy meals.",green energy
newsapi,2025-05-23T11:00:00Z,Time,"Brazil’s Finance Chief Sees Climate Change as an Economic Opportunity “One of our greatest potentials is precisely the fact that we've mapped out our clean energy,” says Fernando Haddad.",green energy
newsapi,2025-06-04T15:22:00Z,Slashdot.org,"Hollywood Already Uses Generative AI (And Is Hiding It) Major Hollywood studios are extensively using AI tools while avoiding public disclosure, according to industry sources interviewed by New York Magazine. Nearly 100 AI studios now operate in Hollywood with every major studio reportedly experimenting with gener…",green energy
newsapi,2025-05-21T17:03:03Z,The Verge,Energy efficiency rollbacks could cost Americans $43 billion in higher utility bills The Trump administration’s attempts to gut 12 energy efficiency standards could cost Americans billions of dollars in higher electricity bills.  The Department of Energy (DOE) recently announced that it plans to rollback dozens of policies in what it called i…,green energy
newsapi,2025-06-06T09:00:00Z,NPR,"What the Trump-Musk breakup may mean for SpaceX and Tesla From space travel to military operations to the future of green energy, the U.S. has become reliant on Elon Musk's business empire. But it won't be easy for the government to end its reliance on Musk.",green energy
newsapi,2025-05-29T12:00:00Z,CNET,"I Hesitated at This Thermostat's Price Tag, but It's Paying for Itself by Cutting My Energy Bills. Here's My Experience Nest's 4th-gen learning thermostat is flashy and spendy, but its energy-saving capabilities make it all worthwhile.",green energy
newsapi,2025-05-22T10:00:09Z,CNET,"How LG's 4-Stack OLED Tech Makes TVs Brighter, Better Than Ever Two new technologies, stacked panels and phosphorescent blues, could further improve OLED's already best-in-class picture quality.",green energy
newsapi,2025-06-15T10:00:00Z,NPR,"Could this city be the model for how to tackle the housing crisis and climate change? Vienna has a way to make affordable housing and combat climate change all at the same time. Now U.S. cities want in, and they're building their own green housing.",green energy
newsapi,2025-05-20T11:19:55Z,Business Insider,"3 easy, high-protein air fryer recipes by a best-selling food writer, which prove they're not just for frozen food Nathan Anthony uses his air fryer to cut down on his energy bills while also making tasty, quick, healthy meals.",green energy
newsapi,2025-05-23T11:00:00Z,Time,"Brazil’s Finance Chief Sees Climate Change as an Economic Opportunity “One of our greatest potentials is precisely the fact that we've mapped out our clean energy,” says Fernando Haddad.",green energy
newsapi,2025-06-04T15:22:00Z,Slashdot.org,"Hollywood Already Uses Generative AI (And Is Hiding It) Major Hollywood studios are extensively using AI tools while avoiding public disclosure, according to industry sources interviewed by New York Magazine. Nearly 100 AI studios now operate in Hollywood with every major studio reportedly experimenting with gener…",green energy
newsapi,2025-05-27T20:15:00Z,Politicopro.com,"One Big Beautiful Bill Act Called a Clean Energy ‘Nightmare Scenario’ The One Big Beautiful Bill Act, passed by the House of Representatives last week, would slow efforts to green the energy system as climate change accelerated",green energy
newsapi,2025-05-29T19:10:27Z,Gizmodo.com,"Hasbro’s New Marvel Legends Figures Are the Bendiest Boys Around Whether it's Mr. Fantastic or Shuma-Gorath (sorry, 'Gargantos'), Hasbro's newest Marvel reveals are all about that flexibility.",green energy
newsapi,2025-06-22T21:33:29Z,BBC News,"Lower energy costs part of government's 10-year plan for industry Plans to slash energy bills by up to 25% for over 7,000 UK businesses will be announced alongside other plans to boost growth.",green energy
newsapi,2025-06-06T09:00:00Z,NPR,"What the Trump-Musk breakup may mean for SpaceX and Tesla From space travel to military operations to the future of green energy, the U.S. has become reliant on Elon Musk's business empire. But it won't be easy for the government to end its reliance on Musk.",green energy
newsapi,2025-05-29T12:00:00Z,CNET,"I Hesitated at This Thermostat's Price Tag, but It's Paying for Itself by Cutting My Energy Bills. Here's My Experience Nest's 4th-gen learning thermostat is flashy and spendy, but its energy-saving capabilities make it all worthwhile.",green energy
newsapi,2025-06-15T10:00:00Z,NPR,"Could this city be the model for how to tackle the housing crisis and climate change? Vienna has a way to make affordable housing and combat climate change all at the same time. Now U.S. cities want in, and they're building their own green housing.",green energy
newsapi,2025-06-04T15:22:00Z,Slashdot.org,"Hollywood Already Uses Generative AI (And Is Hiding It) Major Hollywood studios are extensively using AI tools while avoiding public disclosure, according to industry sources interviewed by New York Magazine. Nearly 100 AI studios now operate in Hollywood with every major studio reportedly experimenting with gener…",green energy
newsapi,2025-05-27T20:15:00Z,Politicopro.com,"One Big Beautiful Bill Act Called a Clean Energy ‘Nightmare Scenario’ The One Big Beautiful Bill Act, passed by the House of Representatives last week, would slow efforts to green the energy system as climate change accelerated",green energy
newsapi,2025-05-29T19:10:27Z,Gizmodo.com,"Hasbro’s New Marvel Legends Figures Are the Bendiest Boys Around Whether it's Mr. Fantastic or Shuma-Gorath (sorry, 'Gargantos'), Hasbro's newest Marvel reveals are all about that flexibility.",green energy
newsapi,2025-06-11T21:00:26Z,Gizmodo.com,"Pentagon Has Been Pushing Americans to Believe in UFOs for Decades, New Report Finds The government wants you to believe.",green energy
newsapi,2025-05-28T18:54:30Z,The Verge,"Hyundai’s new EV factory is teeming with robots — and wariness about the future Driving a 2026 Ioniq 9 SUV around the Hyundai Motor Group Metaplant in Georgia can feel like a victory lap for the South Korean automaker. Hyundai's electric flagship carves out room for three America-centric rows of seats, from a booming brand whose EVs and …",green energy
newsapi,2025-06-07T19:21:55Z,Masatoshinishimura.com,"Europe's Climate Urgency: Driven by Green Ideals or Fear of an African Refugees? I’ve always been a bit puzzled by the intensity of Europe's focus on climate
change. For East Asia, the motivation seemed clear: countries like Japan and
China are almost entirely dependent on imported oil and gas. For them,
decarbonization isn't just an envi…",green energy
newsapi,2025-06-22T21:33:29Z,BBC News,"Lower energy costs part of government's 10-year plan for industry Plans to slash energy bills by up to 25% for over 7,000 UK businesses will be announced alongside other plans to boost growth.",green energy
newsapi,2025-06-06T09:00:00Z,NPR,"What the Trump-Musk breakup may mean for SpaceX and Tesla From space travel to military operations to the future of green energy, the U.S. has become reliant on Elon Musk's business empire. But it won't be easy for the government to end its reliance on Musk.",green energy
newsapi,2025-05-29T12:00:00Z,CNET,"I Hesitated at This Thermostat's Price Tag, but It's Paying for Itself by Cutting My Energy Bills. Here's My Experience Nest's 4th-gen learning thermostat is flashy and spendy, but its energy-saving capabilities make it all worthwhile.",green energy
newsapi,2025-06-15T10:00:00Z,NPR,"Could this city be the model for how to tackle the housing crisis and climate change? Vienna has a way to make affordable housing and combat climate change all at the same time. Now U.S. cities want in, and they're building their own green housing.",green energy
newsapi,2025-06-04T15:22:00Z,Slashdot.org,"Hollywood Already Uses Generative AI (And Is Hiding It) Major Hollywood studios are extensively using AI tools while avoiding public disclosure, according to industry sources interviewed by New York Magazine. Nearly 100 AI studios now operate in Hollywood with every major studio reportedly experimenting with gener…",green energy
newsapi,2025-05-27T20:15:00Z,Politicopro.com,"One Big Beautiful Bill Act Called a Clean Energy ‘Nightmare Scenario’ The One Big Beautiful Bill Act, passed by the House of Representatives last week, would slow efforts to green the energy system as climate change accelerated",green energy
newsapi,2025-05-29T19:10:27Z,Gizmodo.com,"Hasbro’s New Marvel Legends Figures Are the Bendiest Boys Around Whether it's Mr. Fantastic or Shuma-Gorath (sorry, 'Gargantos'), Hasbro's newest Marvel reveals are all about that flexibility.",green energy
newsapi,2025-06-11T21:00:26Z,Gizmodo.com,"Pentagon Has Been Pushing Americans to Believe in UFOs for Decades, New Report Finds The government wants you to believe.",green energy
newsapi,2025-05-28T18:54:30Z,The Verge,"Hyundai’s new EV factory is teeming with robots — and wariness about the future Driving a 2026 Ioniq 9 SUV around the Hyundai Motor Group Metaplant in Georgia can feel like a victory lap for the South Korean automaker. Hyundai's electric flagship carves out room for three America-centric rows of seats, from a booming brand whose EVs and …",green energy
newsapi,2025-06-07T19:21:55Z,Masatoshinishimura.com,"Europe's Climate Urgency: Driven by Green Ideals or Fear of an African Refugees? I’ve always been a bit puzzled by the intensity of Europe's focus on climate
change. For East Asia, the motivation seemed clear: countries like Japan and
China are almost entirely dependent on imported oil and gas. For them,
decarbonization isn't just an envi…",green energy
newsapi,2025-06-22T21:33:29Z,BBC News,"Lower energy costs part of government's 10-year plan for industry Plans to slash energy bills by up to 25% for over 7,000 UK businesses will be announced alongside other plans to boost growth.",green energy
newsapi,2025-06-06T09:00:00Z,NPR,"What the Trump-Musk breakup may mean for SpaceX and Tesla From space travel to military operations to the future of green energy, the U.S. has become reliant on Elon Musk's business empire. But it won't be easy for the government to end its reliance on Musk.",green energy
newsapi,2025-05-29T12:00:00Z,CNET,"I Hesitated at This Thermostat's Price Tag, but It's Paying for Itself by Cutting My Energy Bills. Here's My Experience Nest's 4th-gen learning thermostat is flashy and spendy, but its energy-saving capabilities make it all worthwhile.",green energy
newsapi,2025-06-15T10:00:00Z,NPR,"Could this city be the model for how to tackle the housing crisis and climate change? Vienna has a way to make affordable housing and combat climate change all at the same time. Now U.S. cities want in, and they're building their own green housing.",green energy
newsapi,2025-06-04T15:22:00Z,Slashdot.org,"Hollywood Already Uses Generative AI (And Is Hiding It) Major Hollywood studios are extensively using AI tools while avoiding public disclosure, according to industry sources interviewed by New York Magazine. Nearly 100 AI studios now operate in Hollywood with every major studio reportedly experimenting with gener…",green energy
newsapi,2025-05-27T20:15:00Z,Politicopro.com,"One Big Beautiful Bill Act Called a Clean Energy ‘Nightmare Scenario’ The One Big Beautiful Bill Act, passed by the House of Representatives last week, would slow efforts to green the energy system as climate change accelerated",green energy
newsapi,2025-05-29T19:10:27Z,Gizmodo.com,"Hasbro’s New Marvel Legends Figures Are the Bendiest Boys Around Whether it's Mr. Fantastic or Shuma-Gorath (sorry, 'Gargantos'), Hasbro's newest Marvel reveals are all about that flexibility.",green energy
newsapi,2025-06-11T21:00:26Z,Gizmodo.com,"Pentagon Has Been Pushing Americans to Believe in UFOs for Decades, New Report Finds The government wants you to believe.",green energy
newsapi,2025-05-28T18:54:30Z,The Verge,"Hyundai’s new EV factory is teeming with robots — and wariness about the future Driving a 2026 Ioniq 9 SUV around the Hyundai Motor Group Metaplant in Georgia can feel like a victory lap for the South Korean automaker. Hyundai's electric flagship carves out room for three America-centric rows of seats, from a booming brand whose EVs and …",green energy
newsapi,2025-06-07T19:21:55Z,Masatoshinishimura.com,"Europe's Climate Urgency: Driven by Green Ideals or Fear of an African Refugees? I’ve always been a bit puzzled by the intensity of Europe's focus on climate
change. For East Asia, the motivation seemed clear: countries like Japan and
China are almost entirely dependent on imported oil and gas. For them,
decarbonization isn't just an envi…",green energy
newsapi,2025-06-22T21:33:29Z,BBC News,"Lower energy costs part of government's 10-year plan for industry Plans to slash energy bills by up to 25% for over 7,000 UK businesses will be announced alongside other plans to boost growth.",green energy
newsapi,2025-06-06T09:00:00Z,NPR,"What the Trump-Musk breakup may mean for SpaceX and Tesla From space travel to military operations to the future of green energy, the U.S. has become reliant on Elon Musk's business empire. But it won't be easy for the government to end its reliance on Musk.",green energy
newsapi,2025-06-25T12:25:27Z,Gizmodo.com,"RV Camping This Summer? This Power Station With Solar Panels Is at a Record Low Price If you’re planning your next camping trip, this power station delivers peace of mind.",green energy
newsapi,2025-06-24T12:25:14Z,Gizmodo.com,"Amazon Offers 50% Off This Portable Power Station, Plus a Free 100W Solar Panel Included First time such a power station is this low, plus a free 100W solar panel.",green energy
newsapi,2025-05-29T12:00:00Z,CNET,"I Hesitated at This Thermostat's Price Tag, but It's Paying for Itself by Cutting My Energy Bills. Here's My Experience Nest's 4th-gen learning thermostat is flashy and spendy, but its energy-saving capabilities make it all worthwhile.",green energy
newsapi,2025-06-15T10:00:00Z,NPR,"Could this city be the model for how to tackle the housing crisis and climate change? Vienna has a way to make affordable housing and combat climate change all at the same time. Now U.S. cities want in, and they're building their own green housing.",green energy
newsapi,2025-06-04T15:22:00Z,Slashdot.org,"Hollywood Already Uses Generative AI (And Is Hiding It) Major Hollywood studios are extensively using AI tools while avoiding public disclosure, according to industry sources interviewed by New York Magazine. Nearly 100 AI studios now operate in Hollywood with every major studio reportedly experimenting with gener…",green energy
newsapi,2025-05-27T20:15:00Z,Politicopro.com,"One Big Beautiful Bill Act Called a Clean Energy ‘Nightmare Scenario’ The One Big Beautiful Bill Act, passed by the House of Representatives last week, would slow efforts to green the energy system as climate change accelerated",green energy
newsapi,2025-05-29T19:10:27Z,Gizmodo.com,"Hasbro’s New Marvel Legends Figures Are the Bendiest Boys Around Whether it's Mr. Fantastic or Shuma-Gorath (sorry, 'Gargantos'), Hasbro's newest Marvel reveals are all about that flexibility.",green energy
newsapi,2025-06-27T07:00:02Z,Business Insider,'A graveyard of companies': Climate tech startups are feeling the heat from Trump 2.0 Climate tech founders in the US say they're pivoting to new markets in light of Trump's tax credit cuts.,green energy
newsapi,2025-06-22T21:33:29Z,BBC News,"Lower energy costs part of government's 10-year plan for industry Plans to slash energy bills by up to 25% for over 7,000 UK businesses will be announced alongside other plans to boost growth.",green energy
newsapi,2025-06-06T09:00:00Z,NPR,"What the Trump-Musk breakup may mean for SpaceX and Tesla From space travel to military operations to the future of green energy, the U.S. has become reliant on Elon Musk's business empire. But it won't be easy for the government to end its reliance on Musk.",green energy
newsapi,2025-06-25T12:25:27Z,Gizmodo.com,"RV Camping This Summer? This Power Station With Solar Panels Is at a Record Low Price If you’re planning your next camping trip, this power station delivers peace of mind.",green energy
newsapi,2025-06-24T12:25:14Z,Gizmodo.com,"Amazon Offers 50% Off This Portable Power Station, Plus a Free 100W Solar Panel Included First time such a power station is this low, plus a free 100W solar panel.",green energy
newsapi,2025-05-29T12:00:00Z,CNET,"I Hesitated at This Thermostat's Price Tag, but It's Paying for Itself by Cutting My Energy Bills. Here's My Experience Nest's 4th-gen learning thermostat is flashy and spendy, but its energy-saving capabilities make it all worthwhile.",green energy
newsapi,2025-06-27T14:52:26Z,Gizmodo.com,Planned EV Battery Plant Is a ‘Death Sentence’ for Uncontacted Indonesian Tribe Indonesia’s nickel rush threatens the lush forests of Halmahera and the people that still live within them.,green energy
newsapi,2025-06-15T10:00:00Z,NPR,"Could this city be the model for how to tackle the housing crisis and climate change? Vienna has a way to make affordable housing and combat climate change all at the same time. Now U.S. cities want in, and they're building their own green housing.",green energy
newsapi,2025-06-04T15:22:00Z,Slashdot.org,"Hollywood Already Uses Generative AI (And Is Hiding It) Major Hollywood studios are extensively using AI tools while avoiding public disclosure, according to industry sources interviewed by New York Magazine. Nearly 100 AI studios now operate in Hollywood with every major studio reportedly experimenting with gener…",green energy
newsapi,2025-05-27T20:15:00Z,Politicopro.com,"One Big Beautiful Bill Act Called a Clean Energy ‘Nightmare Scenario’ The One Big Beautiful Bill Act, passed by the House of Representatives last week, would slow efforts to green the energy system as climate change accelerated",green energy
newsapi,2025-05-29T19:10:27Z,Gizmodo.com,"Hasbro’s New Marvel Legends Figures Are the Bendiest Boys Around Whether it's Mr. Fantastic or Shuma-Gorath (sorry, 'Gargantos'), Hasbro's newest Marvel reveals are all about that flexibility.",green energy
